protein,mean_orig,mean_ko,diff
FBLIM1,0.16391763,0.18315183,0.019234195
HK2,-0.09845221,-0.07907345,0.019378759
FDX2,-0.041348603,-0.021967446,0.019381156
NFKB1,-0.011417912,0.008008629,0.019426541
MIPEP,-0.039338045,-0.01989685,0.019441195
TOLLIP,0.10249502,0.12203011,0.019535087
ILK,0.06693179,0.086524606,0.019592814
LRP1,0.060530636,0.08029732,0.019766685
MICAL2,0.12876892,0.14857504,0.019806117
MAPK1,0.040839847,0.060670394,0.019830547
CLDN3,0.009074011,0.028935524,0.019861512
MISP,0.08812833,0.108041584,0.019913256
MYCBP2,-0.11814491,-0.09817649,0.01996842
OTUD7B,0.00911959,0.029117292,0.019997701
UBE2Q1,-0.040638622,-0.020582533,0.02005609
HERC4,0.021146458,0.04129892,0.02015246
EIPR1,-0.07123859,-0.050860483,0.020378109
EXOSC8,-0.077660754,-0.05718886,0.020471893
KIF3A,0.036617428,0.057145637,0.020528208
MCM3,-0.09397771,-0.07341999,0.020557724
LSM3,-0.06531432,-0.04474334,0.020570982
FBL,-0.096390195,-0.0758,0.020590194
MRTFA,0.000249326,0.020949628,0.020700302
TFAM,-0.06520964,-0.044469874,0.020739768
CCT5,-0.06917865,-0.048426557,0.020752091
SEMA3C,0.04170471,0.06250938,0.02080467
ACSS1,-0.054498214,-0.033513278,0.020984937
KHDRBS1,-0.15411834,-0.13307695,0.021041393
IL18R1,-0.113823846,-0.09271247,0.021111377
ATP5MJ,-0.061114438,-0.039963398,0.02115104
TPI1,0.0218471,0.04310169,0.02125459
CDK5,-0.12325972,-0.10189361,0.021366112
PINX1,-0.023786753,-0.00239861,0.021388143
FLNB,0.12511139,0.14655757,0.021446183
CMC1,0.025544679,0.047049288,0.021504609
URM1,-0.038094357,-0.016391164,0.021703193
EIF3A,-0.007435556,0.014335,0.021770556
CRELD1,0.031010304,0.052819464,0.02180916
USP5,-0.003412394,0.018449904,0.021862298
MYO1E,0.09286425,0.11472803,0.02186378
CHD1L,0.051704418,0.07366234,0.021957923
PHLDB2,0.05731528,0.07936146,0.022046182
SCARB1,-0.075216144,-0.053144492,0.022071652
CDK5R2,-0.023138026,-0.000964106,0.022173919
HS1BP3,0.07508098,0.097337574,0.02225659
CERS6,-0.006593977,0.015929352,0.022523329
TUBB,-0.08352503,-0.060991287,0.022533745
AACS,0.011876772,0.034558926,0.022682153
AGMAT,0.09513156,0.11782075,0.022689186
PPME1,0.04431652,0.06705311,0.02273659
RCN3,-0.041178398,-0.018413987,0.02276441
ALMS1,-0.031060053,-0.008215458,0.022844594
PIP5K1C,0.002443861,0.025322214,0.022878353
PGM3,0.124467,0.14736326,0.02289626
GOLT1B,0.02959671,0.05273694,0.023140231
EXOC2,0.010344226,0.033504408,0.023160182
PITPNB,-0.047242872,-0.023978362,0.02326451
MCAT,-0.0130918,0.010316489,0.02340829
GLCE,-0.09746078,-0.073984616,0.023476161
RPS20,0.010417279,0.033913553,0.023496274
IDH3G,0.067185454,0.090715304,0.02352985
FKBP2,0.09597657,0.119577326,0.023600757
GORASP2,0.19737124,0.22116296,0.023791716
NUBP1,-0.11199924,-0.08818609,0.02381315
NPHS1,0.08342082,0.10723446,0.023813643
TACO1,0.061985996,0.08590127,0.023915272
TMED4,0.058434818,0.08238627,0.023951452
NEDD8,-0.027400643,-0.00334271,0.024057932
SH3GL1,0.009560335,0.033783644,0.024223309
CLUH,-0.039231367,-0.015007834,0.024223533
INO80B,-0.08860466,-0.06434945,0.024255209
LRIF1,0.03674877,0.061082643,0.024333872
AVL9,0.003782655,0.028235883,0.024453228
ANO6,0.05319672,0.07765839,0.024461672
CADM4,-0.0645092,-0.040005416,0.024503782
PYCARD,-0.024714299,0.000186821,0.02490112
FBP1,-0.040775575,-0.015719352,0.025056222
BRINP1,0.058690533,0.08380855,0.025118016
CAPNS1,0.14222954,0.16743039,0.025200844
CHEK2,-0.021406274,0.003852742,0.025259016
JUNB,0.05398487,0.07934833,0.025363464
NAGLU,0.03678803,0.06231214,0.02552411
TFCP2,-0.004754759,0.020792572,0.025547331
SPATA5L1,-0.056552712,-0.03082104,0.025731672
CPNE3,0.021960925,0.04785152,0.025890596
SCAMP2,0.08997622,0.11611161,0.026135385
PARP14,0.07623724,0.10244457,0.026207328
DUS1L,-0.08536525,-0.059053194,0.026312057
CRABP1,-0.0950407,-0.068727836,0.026312865
UPF3B,-0.000323286,0.025991956,0.026315242
DNAJB1,-0.0409465,-0.014521808,0.026424691
RAD51AP1,0.00268122,0.029269656,0.026588436
CNTNAP1,-0.005490386,0.021138946,0.026629332
ADPRS,-0.060852744,-0.034178797,0.026673947
AXL,0.1385984,0.16552126,0.026922867
PIK3R2,0.00399755,0.030930191,0.026932642
MT-ATP8,0.011447281,0.03840026,0.026952978
NRCAM,0.018206365,0.045340758,0.027134392
SH3PXD2A,-0.01743054,0.009745277,0.027175818
NEURL4,-0.088725194,-0.061504636,0.027220558
RNF5,-0.05972741,-0.03245987,0.027267542
AAMP,0.05033836,0.077667914,0.027329553
BIRC6,0.041628476,0.06917104,0.027542565
MSTO1,0.029015325,0.05662094,0.027605616
ANP32E,-0.11642206,-0.08866909,0.027752966
SNCA,0.0142381,0.04203498,0.02779688
PLEKHF2,0.039166335,0.066974275,0.02780794
CUEDC2,-0.028248807,-0.000401058,0.02784775
NHLRC2,0.08658218,0.114624426,0.02804225
POP7,-0.02364217,0.004695141,0.028337311
EIF4A2,-0.080089204,-0.051725805,0.0283634
RNF138,-0.09559418,-0.06721138,0.0283828
PKP2,0.062671706,0.091118895,0.028447188
KDM5B,-0.09660765,-0.06809404,0.02851361
C17orf49,-0.045898385,-0.017219326,0.02867906
COA3,0.02182605,0.050608136,0.028782086
BTK,-0.1069192,-0.07808884,0.028830357
ATP6V0A1,-0.001416347,0.027595386,0.029011734
NSRP1,0.01915687,0.048226863,0.029069994
HSPA14,-0.097329475,-0.06822047,0.029109009
TMED10,0.08733239,0.1165855,0.02925311
HSPD1,-0.02843504,0.000838154,0.029273193
RGS10,-0.031725194,-0.002395089,0.029330105
POMK,-0.07285209,-0.04347241,0.02937968
TUBGCP4,-0.006910923,0.02250654,0.029417465
KPNB1,-0.06348228,-0.0340178,0.029464476
PDZD8,0.012549867,0.042136177,0.029586311
SMTN,0.08851597,0.11815319,0.029637225
PABPC1L,-0.007146701,0.022658452,0.029805154
C9orf16,0.008843554,0.03871126,0.029867707
ZRANB2,-0.070083104,-0.039962023,0.03012108
CCDC50,0.05687111,0.087045215,0.030174106
STARD7,-0.083291076,-0.05310975,0.030181326
PRKAA1,0.00272771,0.03291572,0.03018801
MST1R,0.04552107,0.07588489,0.030363824
SETDB1,-0.030805422,-0.000437459,0.030367963
EIF2S1,-0.004886781,0.025567865,0.030454647
CA8,-0.081661604,-0.051120535,0.03054107
RNF2,-0.04600641,-0.015448611,0.0305578
USP3,0.006099464,0.036681492,0.030582028
GTF2F1,-0.09243638,-0.061666463,0.030769918
RPL10A,0.0818117,0.11258687,0.030775174
OARD1,-0.11907426,-0.08808528,0.030988984
PGPEP1,-0.080203615,-0.049209554,0.030994061
ZDHHC13,0.000432489,0.03174066,0.031308174
PLEKHG4B,-0.004314452,0.027107734,0.031422187
SUMF2,0.12628256,0.15777622,0.031493664
POP1,-0.036851883,-0.005319993,0.03153189
RPL3,0.013577576,0.045319125,0.03174155
ASPH,0.061830297,0.09365896,0.031828664
NIPSNAP2,0.09668717,0.1285445,0.031857327
NELL1,0.16836734,0.20027879,0.031911448
TCF12,-0.087363385,-0.055387978,0.031975407
OPA3,0.027373469,0.05965006,0.032276593
SNX22,-0.009245361,0.023051325,0.032296687
TRMT2A,0.021944838,0.054295562,0.032350726
SLC25A22,0.097604945,0.1299577,0.03235276
PSMD3,-0.014091946,0.018310186,0.03240213
FARSB,-0.023961427,0.008466839,0.032428265
PADI2,0.027950672,0.06063574,0.03268507
SRP54,-0.0319815,0.000723504,0.032705005
ANXA6,0.061156083,0.093922384,0.0327663
ARHGAP17,-0.012915041,0.019869382,0.032784425
CCT8,-0.08369873,-0.050856713,0.032842014
NAF1,-0.0372867,-0.004437427,0.03284927
OSBPL1A,-0.076621264,-0.043606,0.033015266
ITK,0.09158354,0.124622494,0.03303895
SRPK1,-0.10422554,-0.07108989,0.033135645
WLS,-0.048455533,-0.015239583,0.033215947
VASN,-0.003652145,0.029764602,0.033416748
WDR12,0.009698994,0.04332322,0.033624224
NECTIN4,0.06797726,0.10162575,0.03364849
MAN2A1,0.11022568,0.14390974,0.03368406
SMAP2,-0.0997965,-0.06606388,0.033732615
TMEM209,-0.028985191,0.004808273,0.033793464
PCYOX1L,-0.046197616,-0.012235556,0.03396206
GMPPB,-0.036900677,-0.0028934,0.034007277
DEGS1,-0.007753005,0.026324438,0.034077443
GPATCH11,-0.07281702,-0.038734466,0.034082554
LBR,-0.13878043,-0.104637474,0.034142956
TP53I11,0.057095688,0.091296606,0.034200918
FRRS1,0.006762044,0.041132145,0.034370102
ALDH16A1,-0.030013306,0.004370219,0.034383524
TRMT61A,0.09157492,0.12610151,0.034526587
UBAP1,-0.038458064,-0.003927508,0.034530558
EMC4,0.13102053,0.16571891,0.034698382
RRP1,-0.065280944,-0.030385809,0.034895137
PCDH7,0.02948107,0.06441762,0.034936555
MELTF,0.101878285,0.13690765,0.035029367
NMNAT3,-0.02610413,0.009092157,0.035196286
GULP1,0.044765983,0.0803891,0.035623115
P4HA2,0.06386591,0.099983536,0.03611763
EEF1G,0.04916102,0.08530117,0.036140148
GALK1,0.019131565,0.055313174,0.036181606
PIK3C2A,0.08617543,0.12241181,0.036236383
MRPS28,0.025417967,0.061770976,0.036353007
BORCS5,-0.006606173,0.030025465,0.03663164
NAPA,0.009350881,0.046122283,0.0367714
TGFB2,0.0791119,0.116038576,0.03692668
MTF2,-0.049264897,-0.012256758,0.037008137
CCDC97,-0.060112573,-0.022945546,0.037167028
PUM1,-0.087051615,-0.049860656,0.03719096
ARHGEF1,0.017970018,0.055318605,0.037348587
LIPH,-0.017381035,0.02012999,0.037511025
SGTB,0.001856801,0.039514497,0.037657697
DTD1,-0.024100928,0.013653966,0.037754893
MEPCE,-0.061652243,-0.023878384,0.03777386
ASB9,-0.06234046,-0.024535142,0.03780532
STAT2,-0.051066123,-0.013202884,0.03786324
NUDT5,-0.039450698,-0.00144211,0.03800859
SMS,0.085926324,0.12394191,0.03801559
NCLN,0.012343689,0.05050217,0.03815848
CROCC,0.051098894,0.089310475,0.03821158
ALG1,0.06626648,0.104491845,0.038225368
PTER,-0.011265387,0.027132014,0.0383974
RPS28,0.018338965,0.056911156,0.038572192
MKI67,-0.02371913,0.014923536,0.038642667
EVC2,-0.003044229,0.035651863,0.03869609
PTPRU,-0.009311277,0.029451488,0.038762763
BTF3L4,-0.038481653,0.000283841,0.038765494
TIMM17A,0.013538109,0.05232671,0.0387886
POLRMT,-0.029229268,0.009578956,0.038808227
CNOT1,-0.11355528,-0.074663706,0.038891576
SPINT2,0.017268218,0.056358688,0.03909047
XRN1,-0.018851765,0.02026474,0.0391165
ESRP1,0.032136623,0.07130374,0.039167117
MRPS23,0.035902575,0.07511781,0.039215237
SMYD3,-0.07268279,-0.03343552,0.03924727
LARP1B,-0.060093522,-0.020712111,0.03938141
BIN2,-0.038261376,0.001159147,0.039420523
PAF1,-0.13667849,-0.09717621,0.039502278
ACBD3,0.11798058,0.15748322,0.039502643
NUP93,-0.13872772,-0.09892984,0.039797887
ERLEC1,0.07264746,0.11262067,0.039973207
RPSA,-0.024551213,0.01547494,0.04002615
INSR,-0.032332208,0.007716446,0.040048655
EMD,0.120473936,0.16061078,0.040136844
TADA2B,-0.064230084,-0.024019336,0.040210746
MRPL46,0.04167527,0.081979014,0.040303744
PTBP2,-0.019545337,0.020908648,0.040453985
DHTKD1,0.09594202,0.13639785,0.040455833
PIP4K2A,-0.06822548,-0.02772177,0.04050371
TMSB4X,-0.07085678,-0.030314147,0.040542632
NDUFA1,-0.050418988,-0.009625984,0.040793
NLRP2,0.004637165,0.045481455,0.04084429
NR2C2AP,-0.083412744,-0.042490806,0.040921938
HESX1,0.007153366,0.048164595,0.04101123
RNASET2,0.02717755,0.068431206,0.041253656
EIF2B1,-0.07923537,-0.037680812,0.041554555
CASKIN2,-0.004503241,0.0372401,0.04174334
COL6A1,-0.040405534,0.001480616,0.04188615
AARS2,-0.049611922,-0.007535223,0.0420767
EIF5,0.013774238,0.055884823,0.042110585
LARP1,-0.004807355,0.037310302,0.042117655
WARS1,-0.03221083,0.009954528,0.042165358
EFHD1,-0.06634221,-0.023932531,0.04240968
P4HA1,0.021603394,0.06403275,0.042429354
CA9,-0.05181433,-0.009351657,0.042462673
GIPC1,0.05157832,0.09404262,0.0424643
MRPS35,0.011308657,0.05379908,0.042490423
MORC3,0.05068616,0.09320898,0.042522825
GINS2,0.023595437,0.06614387,0.042548433
EPDR1,-0.011923537,0.03067949,0.042603027
TMED3,0.018921996,0.061586987,0.04266499
DAPK3,0.076875314,0.11990907,0.043033756
SNX3,0.018460844,0.06160367,0.043142825
PLXND1,-0.01737487,0.025839008,0.043213878
CPSF6,-0.06665898,-0.023411183,0.043247797
DNAH5,-0.01703126,0.02644708,0.04347834
SEL1L,0.08804887,0.13177858,0.043729715
SEC24D,0.028188296,0.0723639,0.044175602
IRS1,-0.03007169,0.014129635,0.044201326
HSF1,0.11539202,0.1597109,0.044318877
MEAK7,0.1170717,0.16146372,0.04439202
RIC8A,0.06663151,0.111045115,0.044413604
SCRN2,0.11402557,0.15854692,0.044521354
LRP10,0.02202527,0.06656038,0.044535108
EIF3J,-0.03612396,0.00846298,0.04458694
AHSG,0.033955183,0.07864626,0.044691075
CNTLN,-0.096089,-0.05134526,0.04474374
RRAS2,0.026118018,0.07087937,0.044761352
LRRFIP2,0.093920924,0.13870114,0.044780217
QARS1,-0.022703988,0.02211587,0.044819858
DCTN3,-0.015660094,0.029264176,0.04492427
CTSB,0.110935576,0.15587293,0.04493735
ZNRF1,-0.06753,-0.02258467,0.04494533
LAMC2,-0.04778985,-0.002798239,0.04499161
ATP6V1H,-0.021481704,0.023586215,0.04506792
KRT6A,-0.023019444,0.02210142,0.045120865
MAGI3,0.006234641,0.051487885,0.045253243
DYSF,0.051192496,0.096499205,0.04530671
NSDHL,0.020550879,0.06589483,0.04534395
TUBG1,-0.10449997,-0.05905704,0.045442935
CCDC9B,0.14051479,0.1861532,0.045638412
UQCRFS1,0.054728888,0.1004152,0.045686312
FAM83F,0.0287199,0.0744203,0.0457004
SIRPA,0.022903504,0.06866062,0.045757115
TRIO,0.005353267,0.05125378,0.045900512
ACAD8,0.007421735,0.053390652,0.045968916
TSTD1,-0.024884898,0.021185374,0.04607027
GRB2,-0.113541275,-0.06737703,0.046164244
TOMM7,-0.13189091,-0.08570966,0.046181247
KRT80,0.044663206,0.09094005,0.046276845
ZNF106,-0.08571089,-0.039413918,0.046296973
FCF1,-0.036877766,0.009423352,0.04630112
BYSL,-0.058225892,-0.011831488,0.046394404
GSTP1,-0.0574056,-0.010915917,0.046489682
SNRPC,-0.052259244,-0.005760928,0.046498317
SLC35D3,-0.05947682,-0.012750093,0.046726726
POLR3E,-0.059677746,-0.012942472,0.046735276
KHSRP,-0.13323718,-0.08636787,0.046869315
GATAD2A,-0.17288816,-0.12561265,0.047275513
ANKS1A,-0.057690147,-0.0103812,0.047308948
CHCHD4,-0.007805205,0.039801195,0.0476064
NACA2,0.001624664,0.049291905,0.047667243
ZFR,-0.016739735,0.0309296,0.047669336
KCNAB2,-0.14750235,-0.099724405,0.047777943
YY1,-0.07237282,-0.024531895,0.047840923
ABCE1,-0.074085414,-0.026239209,0.047846206
SLC25A1,0.020738645,0.06878606,0.048047416
MTX1,0.02506868,0.07318225,0.04811357
PYGL,0.027970951,0.07619945,0.0482285
SDAD1,-0.084788755,-0.036440544,0.04834821
RABEP2,0.0823896,0.13077243,0.048382826
CDCA8,-0.13478172,-0.086367875,0.048413843
MRPS7,0.07225928,0.12087208,0.048612803
DUT,-0.072864875,-0.024228528,0.048636347
CES1,-0.019351494,0.029382192,0.048733685
SNX1,-0.05109314,-0.002357253,0.048735887
ACBD5,0.085166395,0.13391961,0.048753217
RPUSD2,-0.047283307,0.001560639,0.048843946
GPAT4,-0.050400533,-0.001540739,0.048859794
PPP1R2,-0.008955031,0.03996308,0.048918113
POLB,-0.053970546,-0.004830285,0.04914026
TWF2,0.000384525,0.04954832,0.049163796
DNAJB4,0.11819588,0.16741352,0.04921764
RPL38,-0.038094368,0.011207554,0.049301922
BARHL1,0.018400757,0.06775691,0.049356155
EIF3M,-0.05051391,-0.00101859,0.049495317
RCC1,-0.08264324,-0.03306913,0.04957411
BOP1,0.012449093,0.062119447,0.049670354
CHD2,-0.09678031,-0.04708882,0.049691487
ZC3H8,-0.021180863,0.02881406,0.049994923
ABCC6,0.13931236,0.18933783,0.050025478
ARHGEF12,0.084637925,0.13498694,0.050349012
DYNC1H1,0.051396675,0.10176882,0.050372146
AKR7A2,0.001877891,0.052278038,0.050400145
HLTF,0.076861896,0.12726352,0.05040162
UBA52,0.025801739,0.076301344,0.050499603
RBPJ,-0.13740934,-0.08688813,0.050521217
FERMT1,-0.024734307,0.025850104,0.050584413
ACTR6,-0.06793745,-0.017135683,0.050801765
PTPN2,-0.045703556,0.005140889,0.050844446
IFIT1,0.036503248,0.087382436,0.050879188
OSBPL3,-0.004304177,0.046653695,0.050957873
MRPS18B,0.005150999,0.05621198,0.05106098
RAB7A,0.010292982,0.06138896,0.051095977
PPIE,-0.09974046,-0.048560914,0.051179547
DCK,-0.071800776,-0.020508457,0.05129232
VARS2,0.060194783,0.11159346,0.05139868
FAM241B,0.06261655,0.11407294,0.05145639
SEZ6L2,-0.080362715,-0.028715963,0.051646754
AMOT,0.051935043,0.1036947,0.051759657
VARS,-0.07094139,-0.018746885,0.052194506
GGCX,0.060657628,0.11292165,0.05226402
PI4KA,-0.07202468,-0.019744184,0.052280497
VSNL1,0.04173214,0.094186835,0.052454695
ATPAF2,-0.03857849,0.013888383,0.052466877
SARS2,0.05097341,0.10356012,0.05258671
GFM1,-0.004340799,0.048434667,0.052775465
NUP85,-0.11715659,-0.064275436,0.05288115
GYS2,-0.018462904,0.03447408,0.052936982
GATM,-0.03663502,0.016428975,0.053063996
MEA1,0.07743046,0.1305637,0.05313325
CDK13,0.10325856,0.15643507,0.053176515
TAF8,0.03090254,0.08448535,0.05358281
ARFGEF2,0.12871917,0.18243952,0.053720355
CCDC86,-0.054170866,-0.000444356,0.05372651
GLYCTK,0.002132995,0.05595735,0.053824358
NECTIN2,0.20781915,0.26175448,0.053935334
RPL7A,0.047296364,0.10123483,0.053938467
EXOC4,0.011265621,0.06529217,0.05402655
CYP27A1,0.006079523,0.06020823,0.054128706
SELENON,-0.057116583,-0.002890966,0.054225616
RPS3A,0.006101039,0.060435224,0.054334186
SH2D4A,0.07022084,0.12457075,0.054349907
GBA,0.17181158,0.22627883,0.054467246
SCRN3,0.020312779,0.07485879,0.054546013
RPL23A,0.04308657,0.097715974,0.054629404
ITGA6,0.05962545,0.11454643,0.054920983
PLGRKT,0.08926406,0.14418928,0.054925226
NASP,-0.113818154,-0.058882896,0.054935258
EIF4E,-0.08874135,-0.033759024,0.054982323
CHD6,-0.07633519,-0.021283787,0.055051405
SLC23A3,0.14728393,0.20248513,0.055201203
HPF1,-0.06323793,-0.007993826,0.055244103
FGF2,0.10091425,0.1566948,0.055780552
ZNF207,-0.024454048,0.031400863,0.05585491
LARP4,-0.012173996,0.04369876,0.055872757
IARS1,-0.05567036,0.000354043,0.056024402
EPS15,-0.05485348,0.001247674,0.056101155
CASZ1,-0.10643779,-0.050325356,0.05611243
SEC23B,0.008668286,0.06483931,0.056171026
YTHDF2,0.010855755,0.06711689,0.05626113
RUVBL1,-0.15356377,-0.09723369,0.056330077
DNASE1L1,0.06674923,0.12328784,0.05653861
SNIP1,-0.044453252,0.012164106,0.056617357
LOXL2,0.14471394,0.20142092,0.05670698
CACNA1F,-0.031508267,0.025222944,0.05673121
HPSE,-0.11070155,-0.053866472,0.05683508
CC2D1A,-0.06088651,-0.004044875,0.056841634
FLNA,0.08746829,0.14450999,0.057041697
STRIP2,0.090530545,0.14766751,0.057136968
CARMIL1,0.07376722,0.13097706,0.057209842
GON7,-0.032459535,0.02479797,0.057257503
URB2,0.060850576,0.118276246,0.05742567
NEXN,0.10646842,0.16390279,0.057434373
YIPF4,0.14796387,0.20546417,0.057500303
MARK3,0.020697976,0.078211755,0.05751378
ACSF2,0.16805811,0.22572514,0.057667032
AARS1,-0.0717395,-0.014029513,0.05770999
LRCH1,-0.023028398,0.034780245,0.057808645
BANF1,-0.13787016,-0.08005352,0.05781664
ASAH1,0.09920112,0.15707815,0.057877026
ARHGAP29,0.010960659,0.06891146,0.057950802
FAM114A1,0.12192459,0.17989123,0.057966642
ITGA5,0.06889233,0.12686466,0.057972327
ACTBL2,0.018342538,0.076401725,0.058059186
MTIF3,0.02285247,0.08105234,0.05819987
AAMDC,-0.05826725,-3.95E-06,0.058263306
CCDC124,-0.06834748,-0.009902133,0.058445342
PCNA,-0.07430612,-0.015741657,0.058564465
TFB2M,0.036574908,0.09515277,0.058577865
SETD7,-0.007748569,0.05117648,0.05892505
DHX37,-0.01582516,0.043225747,0.059050906
CFAP45,-0.027964488,0.0312838,0.059248287
NIPSNAP1,-0.049419563,0.009903813,0.059323378
SELENOT,-0.060474582,-0.001004074,0.05947051
OFD1,0.082325384,0.1418554,0.05953002
ATP6AP2,0.015653206,0.07522694,0.059573732
MYOF,-0.023464112,0.03636758,0.059831694
TOPBP1,-0.0723881,-0.012414443,0.059973653
COL18A1,-0.023075648,0.036999483,0.06007513
DGKE,0.00021545,0.060452983,0.060237534
MCM10,-0.028822318,0.03141706,0.06023938
RPS19,0.034748647,0.09504932,0.060300674
UCHL5,-0.114245504,-0.053926256,0.06031925
NUDT8,0.03939127,0.099924244,0.060532972
MPDU1,-0.005144765,0.05539711,0.060541872
G3BP1,0.003832472,0.06440373,0.060571257
CAMK2G,0.050655145,0.11124252,0.060587373
KMT2B,-0.09969981,-0.039068233,0.060631577
NAP1L5,-0.13482676,-0.07414502,0.060681745
TNIK,-0.019937709,0.040944688,0.060882397
ARL2,0.03869791,0.09975517,0.06105726
MARS1,-0.088728,-0.027511274,0.061216727
FDPS,-0.044602014,0.01665557,0.061257586
TRAPPC1,-0.06553257,-0.004037377,0.061495196
NOP2,0.013655058,0.07517562,0.06152056
NCALD,-0.016471524,0.045100946,0.06157247
METAP1,-0.04133944,0.020244932,0.06158437
UPP1,0.022249155,0.08390168,0.061652526
ATG5,0.11469965,0.1767367,0.06203705
TMEM230,0.0998084,0.16188261,0.062074207
GLE1,-0.059899755,0.002297044,0.0621968
EEPD1,-0.020244848,0.042003084,0.062247932
UQCRQ,0.04827485,0.11059387,0.06231902
KIF2C,-0.019143645,0.043306153,0.062449798
ARRB1,0.00628278,0.06890538,0.06262261
SPATS2L,0.15816128,0.22100009,0.06283881
VPS52,0.00370075,0.06655685,0.0628561
PPP2CB,0.033687115,0.096738994,0.06305188
ARL6IP5,0.05606347,0.11919028,0.06312682
CD99,0.09825305,0.16150993,0.06325688
SEC16A,0.011925274,0.07519382,0.06326855
ANXA1,0.096781194,0.16015355,0.06337236
HAUS4,-0.094264045,-0.030887894,0.06337615
RAB33B,-0.000733222,0.06277297,0.063506186
PAIP2,-0.06402434,0.000100893,0.06412523
MCRIP2,-0.08488327,-0.020584177,0.06429909
MRPL16,0.09724582,0.16158679,0.06434097
LGALS4,0.019916112,0.0843315,0.06441539
COMMD2,-0.05293392,0.01148921,0.06442313
GSTO1,-0.000206332,0.064354,0.06456033
IGSF8,-0.010317836,0.054283462,0.0646013
HPGD,-0.02285457,0.04179699,0.064651564
DNLZ,-0.058298733,0.006397693,0.06469642
NUDT2,0.017303437,0.08211374,0.064810306
UTRN,0.0696656,0.13453485,0.06486925
NDUFV3,0.053747833,0.11865626,0.06490843
RNF103,0.012402454,0.07752476,0.06512231
BCAP29,0.012516928,0.0776751,0.065158166
RANBP1,-0.059223916,0.005992165,0.06521608
